date,AGG,EEM,EFA,IJR,JNK,SHY,SPY
2013-09-06,-0.0068904759999999995,0.051420209999999994,0.033124924,0.014217496000000001,-0.002385974,-0.0013338923,0.01460433
2013-09-13,0.0038944483,0.029518485,0.02780962,0.025107265,0.005613327,0.00035643578,0.01981461
2013-09-20,0.010218501,0.022354603,0.022839427,0.015715957,0.011593580000000001,0.0021377802000000002,0.013157487
2013-09-27,0.0048702955,-0.019964337000000002,-7.778406e-05,0.0025805234999999997,-0.0034956336,0.00082957745,-0.010608017
2013-10-04,-0.0003657341,0.02121985,-0.006380379,0.0038175583,0.0055589676,-0.00025492907,-0.00011247396999999999
2013-10-11,9.346008e-05,0.016979337,0.009240508,0.011809468,0.0037566423,-0.00047391653,0.008111715299999999
2013-10-18,0.006444454,0.011301756000000001,0.025449991,0.028288841,0.011476994,0.0007110834000000001,0.024245262
2013-10-25,0.0023199320000000002,-0.013022661,0.005674958,0.006252408,0.0032067299999999997,0.0005922317500000001,0.0089570284
2013-11-01,-0.00342381,-0.0063165426,-0.013467848,-0.015964031,-0.00104635954,-1.1146070000000001e-05,0.0014777184
2013-11-08,-0.0058631897,-0.030982911999999998,-0.0051860212999999995,0.010005832,0.0,0.0,0.0061290264
2013-11-15,0.005055189,0.026385427,0.014704108,0.013465405,0.002448678,0.00059199333,0.01556778
2013-11-22,-0.0011177659,-0.004615903,-0.00043821335,0.01100874,0.0012584925,0.0004733801,0.0042209625
2013-11-29,0.0018650293000000001,0.007134318400000001,0.0013605356,0.013798952,0.004189253,0.00023651123,0.0010508299
2013-12-06,-0.005653620000000001,-0.009681225,-0.013134003,-0.01046294,-0.0016847253,-0.0008981228,-0.00033146143000000003
2013-12-13,0.00018763542000000002,-0.023605108,-0.019886851,-0.019275784,0.00024712086,-5.912781e-05,-0.015640557
2013-12-20,0.001969099,-0.0025451780000000004,0.024219036,0.03139019,0.002963662,-0.0007103085500000001,0.024873734
2013-12-27,-0.002056539,0.020256877000000003,0.023052096,0.012767673,0.0021498203,-0.00010931491999999999,0.012585402
